wheel,schedule_type,trial,rule,stop_reason,target_balanced_accuracy,stop_n_eval,stop_fraction_of_all_queries,stop_balanced_accuracy,stop_eval_time_seconds
mod2310,random_matched,16,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9583333333333334,0.002290463000008458
mod2310,random_matched,16,stability,stable_w3_tol0.01_not_reached,,233,0.20822162645218945,0.8462514630022975,0.0023959309999099787
mod2310,random_matched,17,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9166666666666666,0.0024983220000649453
mod2310,random_matched,17,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9166666666666666,0.0024983220000649453
mod2310,random_matched,17,stability,stable_w3_tol0.01,,129,0.11528150134048257,0.9099193416503131,0.002474391999840009
mod2310,random_matched,18,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9166666666666666,0.002273302000048716
mod2310,random_matched,18,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9166666666666666,0.002273302000048716
mod2310,random_matched,18,stability,stable_w3_tol0.01,,117,0.10455764075067024,0.8694058396021931,0.002248950999955923
mod2310,random_matched,19,target_95,target_0.95,0.8391580790141063,24,0.021447721179624665,0.842857142857143,0.0022150530000999424
mod2310,random_matched,19,target_99,target_0.99,0.8744910507620687,129,0.11528150134048257,0.8819839349331182,0.0026547219999883964
mod2310,random_matched,19,stability,stable_w3_tol0.01,,164,0.14655942806076855,0.890974025974026,0.0023776250000082655
mod2310,random_matched,20,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9583333333333334,0.002454194999927495
mod2310,random_matched,20,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9583333333333334,0.002454194999927495
mod2310,random_matched,20,stability,stable_w3_tol0.01,,82,0.07327971403038427,0.8737132352941177,0.0022777079998377303
mod2310,random_matched,21,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9375,0.0024341180001101748
mod2310,random_matched,21,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9375,0.0024341180001101748
mod2310,random_matched,21,stability,stable_w3_tol0.01,,210,0.1876675603217158,0.9010184481594057,0.0027177070001016546
mod2310,random_matched,22,target_95,target_0.95,0.8391580790141063,59,0.05272564789991063,0.8465909090909092,0.0027861819999088766
mod2310,random_matched,22,target_99,target_0.99,0.8744910507620687,140,0.12511170688114387,0.8762057387057387,0.004402479999953357
mod2310,random_matched,22,stability,stable_w3_tol0.01,,105,0.0938337801608579,0.8605958132045088,0.002704165000068315
mod2310,random_matched,23,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.8541666666666666,0.0023624499999641557
mod2310,random_matched,23,target_99,target_0.99,0.8744910507620687,24,0.021447721179624665,0.9,0.0022732740001174534
mod2310,random_matched,23,stability,stable_w3_tol0.01,,222,0.19839142091152814,0.8916337238753261,0.0024853980000898446
mod2310,random_matched,24,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9,0.002355241000032038
mod2310,random_matched,24,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9,0.002355241000032038
mod2310,random_matched,24,stability,stable_w3_tol0.01,,175,0.15638963360142985,0.8830651751598194,0.0023910690001684998
mod2310,random_matched,25,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9,0.0026349889999437437
mod2310,random_matched,25,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9,0.0026349889999437437
mod2310,random_matched,25,stability,stable_w3_tol0.01,,117,0.10455764075067024,0.8460285234478783,0.002356002999931661
mod2310,random_matched,26,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,1.0,0.002430989000004047
mod2310,random_matched,26,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,1.0,0.002430989000004047
mod2310,random_matched,26,stability,stable_w3_tol0.01,,140,0.12511170688114387,0.9041457492087744,0.002452075000064724
mod2310,random_matched,27,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.9166666666666666,0.0023544910000055097
mod2310,random_matched,27,target_99,target_0.99,0.8744910507620687,12,0.010723860589812333,0.9166666666666666,0.0023544910000055097
mod2310,random_matched,27,stability,stable_w3_tol0.01,,164,0.14655942806076855,0.8565661312371838,0.0023743300000660383
mod2310,random_matched,28,target_95,target_0.95,0.8391580790141063,12,0.010723860589812333,0.8541666666666666,0.002427729999908479
mod2310,random_matched,28,target_99,target_0.99,0.8744910507620687,35,0.03127792672028597,0.9137806637806638,0.0022698300001593452
mod2310,random_matched,28,stability,stable_w3_tol0.01_not_reached,,233,0.20822162645218945,0.8867478894361919,0.0024821560000418685
mod2310,random_matched,29,target_95,target_0.95,0.8391580790141063,47,0.0420017873100983,0.8466880341880342,0.0022326629998588032
mod2310,random_matched,29,target_99,target_0.99_not_reached,0.8744910507620687,233,0.20822162645218945,0.8714475692546019,0.002581981000048472
mod2310,random_matched,29,stability,stable_w3_tol0.01,,233,0.20822162645218945,0.8714475692546019,0.002581981000048472
