schedule_fraction,n_eval,fraction_of_all_queries,eval_time_seconds,accuracy,balanced_accuracy,class_balance_l1_shift,wheel,schedule_type,trial
0.49999999999999994,149,0.13315460232350312,0.0016062539998529246,0.8926174496644296,0.8804273127332095,0.15711535347355923,mod30,random_matched,8
0.5499999999999999,164,0.14655942806076855,0.0020554519999222975,0.8841463414634146,0.872800449967221,0.14418361341790362,mod30,random_matched,8
0.6,179,0.15996425379803395,0.0024062579998371803,0.888268156424581,0.8758503401360545,0.16693875717045845,mod30,random_matched,8
0.65,194,0.17336907953529937,0.0017815250000694505,0.8814432989690721,0.8618427707244148,0.17586578590973165,mod30,random_matched,8
0.7,209,0.1867739052725648,0.0017974330000924965,0.8899521531100478,0.8736481111481111,0.14796191062594335,mod30,random_matched,8
0.75,224,0.20017873100983022,0.0017250840000997414,0.8794642857142857,0.8672787193973635,0.14774830843865688,mod30,random_matched,8
0.7999999999999999,239,0.21358355674709562,0.0018419440000343457,0.8828451882845189,0.873699624093015,0.16429791991504664,mod30,random_matched,8
0.85,254,0.22698838248436104,0.001791717000060089,0.889763779527559,0.8786616296931377,0.15527080562650844,mod30,random_matched,8
0.9,269,0.24039320822162646,0.0018262280000271858,0.8921933085501859,0.880171130952381,0.1472504327084392,mod30,random_matched,8
0.95,284,0.2537980339588919,0.0017599210000298626,0.8838028169014085,0.8723804610915141,0.13303502876058856,mod30,random_matched,8
1.0,298,0.26630920464700625,0.0018332600000121602,0.8859060402684564,0.8743341668391971,0.13582357210116894,mod30,random_matched,8
0.05,15,0.013404825737265416,0.0016409560000738566,0.8666666666666667,0.9,0.25522788203753355,mod30,random_matched,9
0.1,30,0.02680965147453083,0.0015734270000393735,0.7666666666666667,0.7380952380952381,0.4509383378016086,mod30,random_matched,9
0.15,45,0.040214477211796246,0.0014739370001279894,0.8222222222222222,0.8208333333333333,0.35627047959487634,mod30,random_matched,9
0.2,60,0.05361930294906166,0.0015808660000402597,0.8666666666666667,0.8680769230769231,0.3007149240393208,mod30,random_matched,9
0.25,75,0.06702412868632708,0.0015315829998598929,0.88,0.8698412698412699,0.2776050044682752,mod30,random_matched,9
0.3,90,0.08042895442359249,0.0015288879999388882,0.9,0.895397094887757,0.22871611557938631,mod30,random_matched,9
0.35,105,0.0938337801608579,0.0016644700001506862,0.8952380952380953,0.8895024412927226,0.19379548065875143,mod30,random_matched,9
0.39999999999999997,120,0.10723860589812333,0.0015337480001562653,0.9,0.8962864721485411,0.15093833780160856,mod30,random_matched,9
0.44999999999999996,135,0.12064343163538874,0.0015513969999574329,0.8814814814814815,0.877214229515567,0.11760500446827524,mod30,random_matched,9
0.49999999999999994,149,0.13315460232350312,0.0015736430000288237,0.8791946308724832,0.8750327797202797,0.09951358775512656,mod30,random_matched,9
0.5499999999999999,164,0.14655942806076855,0.0015605220000907138,0.8841463414634146,0.8814703882810195,0.07782427690228644,mod30,random_matched,9
0.6,179,0.15996425379803395,0.0016328000001522014,0.8770949720670391,0.8728365384615384,0.09328959915327434,mod30,random_matched,9
0.65,194,0.17336907953529937,0.0015959649999786052,0.8814432989690721,0.8780372280167195,0.09605409837575885,mod30,random_matched,9
0.7,209,0.1867739052725648,0.0016435580000688788,0.8851674641148325,0.8825800444792253,0.08443116076811569,mod30,random_matched,9
