schedule_name,schedule_type,trial,schedule_fraction,n_eval,fraction_of_all_queries,eval_time_seconds,accuracy,balanced_accuracy,class_balance_l1_shift,mean_confidence,median_confidence,lane_coverage_fraction,cost_query_fraction,cost_accuracy_gap,cost_coverage_gap,cost_class_shift,score_balanced,score_min_queries,score_accuracy_first,score_coverage_first,score_distribution_first
global_high_conf,global_high_confidence,-1,0.9,269,0.24039320822162646,0.003780415000164794,1.0,1.0,0.1648178970203746,2.6888134409870057,2.432439817197044,1.0,0.24039320822162646,0.0,0.0,0.17578271708520699,0.08646570961818767,0.14979453623041525,0.05363725294176467,0.05363725294176467,0.10637206806732677
global_high_conf,global_high_confidence,-1,0.95,284,0.2537980339588919,0.0031969410001693177,1.0,1.0,0.16379690115671688,2.6486164935356387,2.3965613534829737,1.0,0.2537980339588919,0.0,0.0,0.17469379755467612,0.08965357812292439,0.15705829843285815,0.055539084849301396,0.055539084849301396,0.10794722411570423
global_high_conf,global_high_confidence,-1,1.0,298,0.26630920464700625,0.0028365839998514275,1.0,1.0,0.16025214267292823,2.612746387216435,2.3698454648508656,1.0,0.26630920464700625,0.0,0.0,0.1709132173570403,0.0922142837653076,0.16356138429155748,0.057037702432754966,0.057037702432754966,0.10831166763986705
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.05,15,0.013404825737265416,0.0024988150000808673,0.5333333333333333,0.5138888888888888,0.6709562109025916,0.1055818983154977,0.07292054167339485,1.0,0.013404825737265416,0.41823304017044705,0.0,0.7155928326343881,0.25707169538913105,0.18349019746154654,0.32450983122629684,0.17812826716664037,0.39280611695695683
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.1,30,0.02680965147453083,0.0021521560001929174,0.5,0.4666666666666666,0.3383378016085792,0.14958508502457188,0.12926738066593346,1.0,0.02680965147453083,0.47169270674937896,0.0,0.36084635913076635,0.22592181410053028,0.16875312091141334,0.32312170768388365,0.158029260321601,0.2662831680608309
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.15,45,0.040214477211796246,0.00320496200015441,0.5333333333333333,0.4990637651821862,0.3605600238308013,0.21076771406031594,0.14043568111682303,1.0,0.040214477211796246,0.43501637083671924,0.0,0.38454695641123393,0.2199913925574859,0.16932675081679113,0.3054966897249244,0.15324095993207265,0.26860504685544284
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.2,60,0.05361930294906166,0.0024004340000374214,0.6,0.6189123376623377,0.3211796246648793,0.2772877729777553,0.24139177955725843,1.0,0.05361930294906166,0.2993373531361342,0.0,0.34254670224933276,0.1695549046723123,0.13857962513095073,0.22189997754897303,0.11713190395132608,0.2198959146261259
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.25,75,0.06702412868632708,0.002118523000035566,0.6533333333333333,0.6550925925925926,0.2545129579982127,0.3292034269817558,0.3030137569933223,1.0,0.06702412868632708,0.2583781548118762,0.0,0.27144491040792984,0.14790512291692792,0.12860230052124194,0.19222500323086777,0.1017926490467111,0.18322612216909007
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.3,90,0.08042895442359249,0.0020371550001527794,0.7,0.7002005347593583,0.23229073577599046,0.38899381305743663,0.3234901075296259,1.0,0.08042895442359249,0.20731203731852715,0.0,0.24774431312746217,0.12982809863650194,0.12083836557535388,0.16122599686740136,0.08866678380591687,0.16299007774415553
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.35,105,0.0938337801608579,0.0021065509999971255,0.7333333333333333,0.7301269478042933,0.2164177199029746,0.4497459405228303,0.37993140026164257,1.0,0.0938337801608579,0.1734327324489492,0.0,0.2308153150699853,0.11878219865784448,0.11804829370770768,0.1412162380004967,0.08051478164336451,0.14975937616436008
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.39999999999999997,120,0.10723860589812333,0.0027576770000905526,0.7666666666666667,0.7704166666666666,0.22117962466487934,0.513333358837416,0.4681218317313749,1.0,0.10723860589812333,0.1278212631960729,0.0,0.23589401448722833,0.1069311957662406,0.1145259504917089,0.11636795025108507,0.07163050813245955,0.14239871247862806
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.44999999999999996,135,0.12064343163538874,0.0023311100001137675,0.7925925925925926,0.7950757575757577,0.13599443947969417,0.5812540801620647,0.5264291912661102,1.0,0.12064343163538874,0.09990502554135246,0.0,0.14504172491210232,0.0868838755851359,0.10583431627601216,0.09254370256133002,0.057576943621856655,0.10108946109548736
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.49999999999999994,149,0.13315460232350312,0.003418280000005325,0.8120805369127517,0.8132352941176471,0.1283384613539174,0.638221105100304,0.5932459398522534,1.0,0.13315460232350312,0.07934684926178531,0.0,0.13687641846648263,0.08159151059247303,0.10675938544002132,0.08126894175224492,0.05349754451062006,0.09456047005056485
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.5499999999999999,164,0.14655942806076855,0.0021609499999613035,0.8292682926829268,0.8306553643724697,0.11548856775431024,0.6990472745748286,0.6890706553431463,1.0,0.14655942806076855,0.0596258131948689,0.0,0.12317166156793094,0.07598464086858589,0.10783130488893303,0.07007656828282971,0.0492075336646256,0.08615903213500489
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.6,179,0.15996425379803395,0.0032900430001063796,0.8435754189944135,0.8451312230027489,0.11596547196469317,0.764108832457919,0.7284248883283788,1.0,0.15996425379803395,0.043237881001065764,0.0,0.12368029272635499,0.07367636570883475,0.11115783911182062,0.06230539594298005,0.047172137592607036,0.08427622541051354
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.65,194,0.17336907953529937,0.0030649240000002465,0.8556701030927835,0.8563088512241054,0.12667790645182092,0.8324432085415788,0.8289237584102285,1.0,0.17336907953529937,0.030583832764094487,0.0,0.13510539203163133,0.07431242015600262,0.11650949113860143,0.05786620079191473,0.04716185932448166,0.08769347693397106
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.7,209,0.1867739052725648,0.0030457679999926768,0.8660287081339713,0.8657432960909405,0.1262832929264424,0.8987919502134102,0.8867025604050578,1.0,0.1867739052725648,0.01990321984069478,0.0,0.13468452610054235,0.07386228217746572,0.12116990547013858,0.05342647030535582,0.04646034336111265,0.08686570119127535
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.75,224,0.20017873100983022,0.002418865999970876,0.875,0.8755253124796916,0.11701295799821271,0.9649963375460325,0.9464967135734046,1.0,0.20017873100983022,0.008829125695964129,0.0,0.12479746473503622,0.07185449645630043,0.12478532995290129,0.047804031542556635,0.04471383754896919,0.08215307696948006
hybrid_lane_low_conf,hybrid_lane_low_confidence,-1,0.7999999999999999,239,0.21358355674709562,0.002416287999949418,0.8828451882845189,0.8832751936573133,0.1256426651111834,1.034988112850888,1.0268056247744464,1.0,0.21358355674709562,5.558552175707748e-05,0.0,0.134001279317017,0.07351553601694144,0.13088498052304356,0.045471012756820285,0.04545155782420531,0.08565194161931042
