schedule_name,schedule_type,trial,schedule_fraction,n_eval,fraction_of_all_queries,eval_time_seconds,accuracy,balanced_accuracy,class_balance_l1_shift,mean_confidence,median_confidence
random_matched,random_matched,3,0.35,105,0.0938337801608579,0.0018298149999509405,0.9047619047619048,0.900149190110827,0.1366526235158943,1.4707216081864178,1.5175710804476115
random_matched,random_matched,3,0.39999999999999997,120,0.10723860589812333,0.001941185000077894,0.9166666666666666,0.911962676962677,0.08427167113494191,1.4362444521155544,1.3046380091572238
random_matched,random_matched,3,0.44999999999999996,135,0.12064343163538874,0.0017995599999949263,0.9111111111111111,0.9034261444764985,0.08622778274252801,1.4079794202601632,1.2722253561998986
random_matched,random_matched,3,0.49999999999999994,149,0.13315460232350312,0.001831935000041085,0.9194630872483222,0.9115314951323955,0.09984945810916984,1.4338053311270829,1.390965724146426
random_matched,random_matched,3,0.5499999999999999,164,0.14655942806076855,0.0019045699999651333,0.9207317073170732,0.9129875886524824,0.0918285054164214,1.4046635949854123,1.3455108636153406
random_matched,random_matched,3,0.6,179,0.15996425379803395,0.001905561999933525,0.9217877094972067,0.9155564032410818,0.08515184647106105,1.3951682541338266,1.3539710651161319
random_matched,random_matched,3,0.65,194,0.17336907953529937,0.0018533250000700718,0.9278350515463918,0.9221296296296296,0.05888910385745744,1.3943620951469193,1.3338632919072277
random_matched,random_matched,3,0.7,209,0.1867739052725648,0.001842012999986764,0.9138755980861244,0.9078531355488993,0.03639613291087815,1.379861880592395,1.2722253561998986
random_matched,random_matched,3,0.75,224,0.20017873100983022,0.001945923999983279,0.9107142857142857,0.9047718165470171,0.034772756287501594,1.3778381040102583,1.2513261360568122
random_matched,random_matched,3,0.7999999999999999,239,0.21358355674709562,0.002251633000014408,0.9163179916317992,0.9116292460113227,0.04368814056184353,1.3794455271517427,1.2957121642944542
random_matched,random_matched,3,0.85,254,0.22698838248436104,0.0020993970000517947,0.9212598425196851,0.9172018970496432,0.04872882846748719,1.3764565558020676,1.2897915942516174
random_matched,random_matched,3,0.9,269,0.24039320822162646,0.0021186089999218893,0.9256505576208178,0.9207468447496652,0.03842384497576498,1.3776788334068868,1.2839765342495202
random_matched,random_matched,3,0.95,284,0.2537980339588919,0.0021001889999752166,0.9225352112676056,0.9173219119297551,0.07928985890319579,1.3707327609892161,1.264379161315282
random_matched,random_matched,3,1.0,298,0.26630920464700625,0.0018540629999961311,0.9161073825503355,0.9111735546452318,0.07300382052527718,1.3683326196462064,1.2434799411721955
random_matched,random_matched,4,0.05,15,0.013404825737265416,0.0018332999999302046,1.0,1.0,0.4114387846291331,1.6505683587645446,1.0862322583684114
random_matched,random_matched,4,0.1,30,0.02680965147453083,0.0020185539999602042,1.0,1.0,0.4616621983914209,1.480591921417632,1.0669090131960708
random_matched,random_matched,4,0.15,45,0.040214477211796246,0.0025393700000222452,0.9555555555555556,0.9464285714285714,0.43943997616919867,1.3965242031134981,1.1127019673274736
random_matched,random_matched,4,0.2,60,0.05361930294906166,0.0019486520000100427,0.9166666666666666,0.9142156862745099,0.26166219839142085,1.280672272333428,1.0703744233856032
random_matched,random_matched,4,0.25,75,0.06702412868632708,0.002134049000005689,0.92,0.918154761904762,0.2616621983914209,1.388878413180235,1.155462076499624
random_matched,random_matched,4,0.3,90,0.08042895442359249,0.002007244999958857,0.9333333333333333,0.9267959770114943,0.2394399761691987,1.4329311551348534,1.2781009452247094
random_matched,random_matched,4,0.35,105,0.0938337801608579,0.0019494870000471565,0.9428571428571428,0.9378571428571428,0.20451934124856375,1.499802063532284,1.4195588214949422
random_matched,random_matched,4,0.39999999999999997,120,0.10723860589812333,0.002002165000021705,0.9416666666666667,0.9390417771883289,0.21166219839142086,1.4815834804520327,1.3100251145623203
random_matched,random_matched,4,0.44999999999999996,135,0.12064343163538874,0.001953904000060902,0.9259259259259259,0.925865800865801,0.172773309502532,1.4664586864886904,1.3002346717857005
random_matched,random_matched,4,0.49999999999999994,149,0.13315460232350312,0.0019451379999964047,0.9328859060402684,0.9354815930703324,0.16233333933101823,1.464070231634221,1.2839765342495202
random_matched,random_matched,4,0.5499999999999999,164,0.14655942806076855,0.0019391670000459271,0.9390243902439024,0.9432539682539682,0.1423745068549882,1.5281117692817563,1.339403017602469
random_matched,random_matched,4,0.6,179,0.15996425379803395,0.002120660999935353,0.9385474860335196,0.9437004589069671,0.13038377242250415,1.502625639296438,1.2926554467682378
random_matched,random_matched,4,0.65,194,0.17336907953529937,0.0019521089999443575,0.9278350515463918,0.9331552706552707,0.1408658319744249,1.4588746542764583,1.2781009452247094
random_matched,random_matched,4,0.7,209,0.1867739052725648,0.0019141110000191475,0.9234449760765551,0.9272091969513896,0.13070453369592644,1.4308261876905812,1.2282524593247293
random_matched,random_matched,4,0.75,224,0.20017873100983022,0.0019446139999672596,0.9285714285714286,0.9304933188511959,0.09737648410570657,1.4754216954246855,1.288315990508879
random_matched,random_matched,4,0.7999999999999999,239,0.21358355674709562,0.00188982899999246,0.9163179916317992,0.9208521795317859,0.10053806260072315,1.4479796136652279,1.2722253561998986
random_matched,random_matched,4,0.85,254,0.22698838248436104,0.0019302599999946324,0.9133858267716536,0.9171016485963593,0.08379951165621727,1.4442329587781326,1.2781009452247094
random_matched,random_matched,4,0.9,269,0.24039320822162646,0.002178761999971357,0.9182156133828996,0.9196908602150539,0.0642169223051649,1.4587032625476275,1.2957121642944542
random_matched,random_matched,4,0.95,284,0.2537980339588919,0.0024109549999593582,0.9225352112676056,0.92265625,0.040535437828040616,1.438826075496285,1.2887589434669042
random_matched,random_matched,4,1.0,298,0.26630920464700625,0.0023458090000758602,0.9261744966442953,0.9260956079785194,0.042685523387972296,1.433017656500646,1.294906855199518
random_matched,random_matched,5,0.05,15,0.013404825737265416,0.002170175000060226,0.8,0.875,0.2709562109025916,1.4658629296389127,1.695180969178195
