schedule_name,schedule_type,trial,rule,accuracy_target_fraction,coverage_target,target_balanced_accuracy,stop_reason,stop_n_eval,stop_fraction_of_all_queries,stop_balanced_accuracy,stop_lane_coverage_fraction,stop_class_balance_l1_shift,stop_eval_time_seconds,rule_label
random_matched,random_matched,19,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,90,0.08042895442359249,0.9169513457556936,1.0,0.0838844206136431,0.0028052960001332394,joint_acc95_cov100
random_matched,random_matched,20,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.8541666666666666,0.5,0.14548704200178725,0.0021139710001989442,accuracy_only
random_matched,random_matched,20,coverage_only,0.95,0.75,0.8391580790141063,reached,30,0.02680965147453083,0.8909722222222223,0.75,0.0831099195710456,0.0017137869999714894,coverage_only_75
random_matched,random_matched,20,coverage_only,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.8796576230786758,1.0,0.08500446827524577,0.0021871570002076623,coverage_only_100
random_matched,random_matched,20,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,30,0.02680965147453083,0.8909722222222223,0.75,0.0831099195710456,0.0017137869999714894,joint_acc95_cov75
random_matched,random_matched,20,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,75,0.06702412868632708,0.8796576230786758,1.0,0.08500446827524577,0.0021871570002076623,joint_acc95_cov100
random_matched,random_matched,21,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,0.9583333333333334,0.5,0.5176050044682752,0.002567979999639647,accuracy_only
random_matched,random_matched,21,coverage_only,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.9078282828282829,1.0,0.2064938933571641,0.0018210909997833369,coverage_only_75
random_matched,random_matched,21,coverage_only,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.9078282828282829,1.0,0.2064938933571641,0.0018210909997833369,coverage_only_100
random_matched,random_matched,21,joint_accuracy_coverage,0.95,0.75,0.8391580790141063,reached,45,0.040214477211796246,0.9078282828282829,1.0,0.2064938933571641,0.0018210909997833369,joint_acc95_cov75
random_matched,random_matched,21,joint_accuracy_coverage,0.95,1.0,0.8391580790141063,reached,45,0.040214477211796246,0.9078282828282829,1.0,0.2064938933571641,0.0018210909997833369,joint_acc95_cov100
random_matched,random_matched,22,accuracy_only,0.95,0.0,0.8391580790141063,reached,15,0.013404825737265416,1.0,0.125,0.6509383378016085,0.0021350790002543363,accuracy_only
random_matched,random_matched,22,coverage_only,0.95,0.75,0.8391580790141063,reached,75,0.06702412868632708,0.9232706766917292,1.0,0.13404825737265408,0.0017398730001332297,coverage_only_75
