schedule_name,schedule_type,trial,schedule_fraction,n_eval,fraction_of_all_queries,eval_time_seconds,accuracy,balanced_accuracy,class_balance_l1_shift,mean_confidence,median_confidence,lane_coverage_fraction
mod30,deterministic_mod30,-1,0.05,15,0.013404825737265416,0.0032824609997987864,0.9333333333333333,0.9375,0.39499553172475427,1.2622643831084217,1.2477676167627783,1.0
mod30,deterministic_mod30,-1,0.1,30,0.02680965147453083,0.005731380999804969,0.9333333333333333,0.9444444444444444,0.1949955317247542,1.2071942152333426,1.2043928167409397,1.0
mod30,deterministic_mod30,-1,0.15,45,0.040214477211796246,0.0037476530001185893,0.9111111111111111,0.9158549783549783,0.17706285373845698,1.2691307337051199,1.1800644040725692,1.0
mod30,deterministic_mod30,-1,0.2,60,0.05361930294906166,0.002102930999626551,0.9333333333333333,0.9395833333333333,0.2545129579982127,1.3730705595280122,1.2568556039032703,1.0
mod30,deterministic_mod30,-1,0.25,75,0.06702412868632708,0.0020623149998755252,0.92,0.9197670521199933,0.2545129579982127,1.3886041892483425,1.2287212294093104,1.0
mod30,deterministic_mod30,-1,0.3,90,0.08042895442359249,0.0019963090003329853,0.9,0.9045283663704716,0.2545129579982127,1.306455926286699,1.1147288898983798,1.0
mod30,deterministic_mod30,-1,0.35,105,0.0938337801608579,0.0020624680000764783,0.9047619047619048,0.9115649701176017,0.1947657347121154,1.338146693504461,1.1231080811215108,1.0
mod30,deterministic_mod30,-1,0.39999999999999997,120,0.10723860589812333,0.002007632000186277,0.9083333333333333,0.9121041921041921,0.17117962466487935,1.3969021879904486,1.2088688806130432,1.0
mod30,deterministic_mod30,-1,0.44999999999999996,135,0.12064343163538874,0.0020202589998916665,0.9111111111111111,0.9138332715362748,0.150809254294509,1.4019208246268533,1.2287212294093104,1.0
mod30,deterministic_mod30,-1,0.49999999999999994,149,0.13315460232350312,0.0020057980000274256,0.912751677852349,0.9163950829045169,0.18236560687574593,1.4009487345657117,1.2287212294093104,1.0
mod30,deterministic_mod30,-1,0.5499999999999999,164,0.14655942806076855,0.002018280999891431,0.9207317073170732,0.9242805781056056,0.16607816212210377,1.407210856069488,1.2382444230860443,1.0
mod30,deterministic_mod30,-1,0.6,179,0.15996425379803395,0.002074837999771262,0.9217877094972067,0.923591999398451,0.16369364107018938,1.403850850722333,1.2287212294093104,1.0
mod30,deterministic_mod30,-1,0.65,194,0.17336907953529937,0.0021490079998329747,0.9226804123711341,0.9242930004186807,0.14105930368609673,1.392985235667572,1.2192604129010087,1.0
mod30,deterministic_mod30,-1,0.7,209,0.1867739052725648,0.0022194830003172683,0.9186602870813397,0.9185518673872711,0.14542204890730362,1.4042848716483056,1.2477676167627783,1.0
mod30,deterministic_mod30,-1,0.75,224,0.20017873100983022,0.0020314540001891146,0.9196428571428571,0.9189151978739771,0.1495276394740202,1.3912404335605582,1.2568556039032703,1.0
mod30,deterministic_mod30,-1,0.7999999999999999,239,0.21358355674709562,0.002057930999853852,0.9163179916317992,0.916239134542706,0.14041227784819826,1.4234352738852307,1.2659435910437624,1.0
mod30,deterministic_mod30,-1,0.85,254,0.22698838248436104,0.002172091999909753,0.9094488188976378,0.9086285840596185,0.1323735337372373,1.395881210257398,1.2262191342856485,1.0
mod30,deterministic_mod30,-1,0.9,269,0.24039320822162646,0.0026011740001194994,0.9070631970260223,0.9049245403138224,0.11036141536355812,1.4038423359702124,1.2477676167627783,1.0
mod30,deterministic_mod30,-1,0.95,284,0.2537980339588919,0.002382429000135744,0.9084507042253521,0.9071297647102832,0.10475902780400007,1.3916902017255046,1.2284868443670198,1.0
mod30,deterministic_mod30,-1,1.0,298,0.26630920464700625,0.002312156999778381,0.9060402684563759,0.9031874039938557,0.09511728472809494,1.3942796218388789,1.2382444230860443,1.0
global_low_conf,global_low_confidence,-1,0.05,15,0.013404825737265416,0.002404160999958549,0.4666666666666667,0.29166666666666663,0.6545129579982127,0.026458975726096297,0.02679496605225684,0.625
global_low_conf,global_low_confidence,-1,0.1,30,0.02680965147453083,0.0019469250000838656,0.5333333333333333,0.4107142857142857,0.7878462913315462,0.048686443222601364,0.05909826552100517,0.75
global_low_conf,global_low_confidence,-1,0.15,45,0.040214477211796246,0.001838412999859429,0.4666666666666667,0.39583333333333326,0.7434018468871015,0.06379913808784946,0.07292054167339485,0.75
global_low_conf,global_low_confidence,-1,0.2,60,0.05361930294906166,0.001880352000171115,0.4,0.3557692307692308,0.7211796246648795,0.07823861667872496,0.08181061710775031,0.75
global_low_conf,global_low_confidence,-1,0.25,75,0.06702412868632708,0.0020968700000594254,0.38666666666666666,0.3777610878903982,0.547846291331546,0.08844436947616664,0.09354124511130268,0.75
global_low_conf,global_low_confidence,-1,0.3,90,0.08042895442359249,0.0023771900000610913,0.35555555555555557,0.3627880184331797,0.5211796246648794,0.09524820467446111,0.10655755508450757,0.875
global_low_conf,global_low_confidence,-1,0.35,105,0.0938337801608579,0.0019324209997648722,0.3333333333333333,0.34239214999805495,0.4640367675220223,0.10080183563863074,0.12166141706640188,1.0
global_low_conf,global_low_confidence,-1,0.39999999999999997,120,0.10723860589812333,0.0018712650003180897,0.35,0.3586762768348446,0.38784629133154597,0.11015097752530552,0.12926738066593346,1.0
global_low_conf,global_low_confidence,-1,0.44999999999999996,135,0.12064343163538874,0.001856954999766458,0.3851851851851852,0.4090278251768935,0.3582166617019164,0.12236119174029259,0.12926738066593346,1.0
global_low_conf,global_low_confidence,-1,0.49999999999999994,149,0.13315460232350312,0.0019489619999149,0.40939597315436244,0.440500338066261,0.30283510564921945,0.13455570365786657,0.12926738066593346,1.0
global_low_conf,global_low_confidence,-1,0.5499999999999999,164,0.14655942806076855,0.001939556000252196,0.43902439024390244,0.466291597602958,0.27402515312016396,0.14722654470089644,0.12926738066593346,1.0
global_low_conf,global_low_confidence,-1,0.6,179,0.15996425379803395,0.0019751609997911146,0.4748603351955307,0.4980309280783274,0.22769731554011213,0.16026542634415464,0.12926738066593346,1.0
global_low_conf,global_low_confidence,-1,0.65,194,0.17336907953529937,0.002113645000008546,0.5051546391752577,0.52506105006105,0.2194614116064601,0.17310906856468214,0.131595865921664,1.0
global_low_conf,global_low_confidence,-1,0.7,209,0.1867739052725648,0.0019990730002064083,0.507177033492823,0.5294337606837607,0.24111582881160984,0.18628753375300747,0.146320276107396,1.0
global_low_conf,global_low_confidence,-1,0.75,224,0.20017873100983022,0.002021281999986968,0.5178571428571429,0.5355052082032323,0.23308438656964123,0.19963763965868345,0.1762469036461131,1.0
